student_id,exam_date,subject,marks
345,2021-09,Physics,81
346,2022-02,Physics,72
347,2021-02,English,55
348,2021-11,Chemistry,64
349,2020-02,Accounts,88
350,2022-04,English,56
351,2020-01,Computers,44
352,2021-12,Chemistry,74
353,2022-03,English,40
354,2020-11,Chemistry,52
355,2020-07,Maths,66
356,2020-12,Computers,43
357,2021-03,Maths,53
358,2021-03,Physics,84
359,2021-08,Physics,73
360,2020-07,Chemistry,56
361,2020-04,Maths,88
362,2022-09,English,99
363,2020-02,Chemistry,81
364,2020-03,Maths,53
365,2021-07,English,95
366,2020-05,Computers,66
367,2021-03,Computers,58
368,2020-06,Physics,64
369,2022-07,Chemistry,76
370,2021-10,Accounts,48
371,2020-01,Maths,97
372,2022-01,Maths,95
373,2020-01,Accounts,62
374,2022-04,Maths,78
375,2022-10,Accounts,70
376,2021-01,Computers,86
377,2022-06,English,53
378,2022-10,Chemistry,73
379,2020-05,Physics,52
380,2021-10,Accounts,45
381,2021-05,Accounts,53
382,2022-10,Chemistry,75
383,2020-07,Maths,92
384,2022-02,English,58
385,2020-08,Accounts,93
386,2020-05,Physics,77
387,2020-07,English,77
388,2020-02,Chemistry,56
389,2022-12,English,95
390,2021-10,English,80
391,2022-06,Computers,85
392,2021-04,Computers,99
393,2022-04,Accounts,87
394,2021-03,Chemistry,50
395,2020-05,Computers,42
396,2022-10,English,54
397,2022-09,Chemistry,59
398,2021-05,Accounts,41
399,2020-10,Accounts,94
400,2020-04,Chemistry,70
401,2022-03,Accounts,44
402,2020-08,Chemistry,51
403,2021-07,English,81
404,2021-07,Chemistry,64
405,2022-10,Accounts,95
406,2021-10,Maths,98
407,2021-08,Chemistry,77
408,2021-01,Computers,55
409,2020-11,Computers,98
410,2020-02,Accounts,65
411,2022-03,Computers,83
412,2022-06,Physics,69
413,2021-06,Physics,60
414,2022-09,English,95
415,2020-12,Accounts,78
416,2021-11,Physics,54
417,2021-08,English,63
418,2020-07,English,58
419,2020-04,Accounts,53
420,2022-09,Maths,57
421,2020-09,Computers,49
422,2020-04,Physics,54
423,2021-09,Maths,54
424,2020-07,Accounts,89
425,2022-07,English,52
426,2020-05,Maths,76
427,2022-10,Physics,76
428,2021-06,English,66
429,2021-09,Computers,78
430,2021-10,Physics,45
431,2022-01,Accounts,63
432,2020-12,Accounts,74
433,2021-10,Physics,51
434,2022-03,Physics,54
435,2020-03,Accounts,82
436,2022-11,Maths,45
437,2021-02,Physics,58
438,2021-08,Chemistry,76
439,2022-05,Physics,66
440,2021-04,Physics,63
441,2022-04,English,76
442,2022-05,Chemistry,57
443,2022-04,Chemistry,80
444,2020-12,Computers,54
445,2021-05,Physics,93
446,2021-09,Accounts,68
447,2021-03,Chemistry,69
448,2020-06,Maths,66
449,2020-05,Chemistry,94
450,2022-01,Physics,73
451,2022-04,English,74
452,2021-08,Chemistry,43
453,2022-03,Chemistry,51
454,2021-03,English,62
455,2020-02,Physics,78
456,2020-11,Computers,51
457,2022-04,Physics,51
458,2022-04,Chemistry,93
459,2020-07,Computers,92
460,2020-03,Accounts,95
461,2020-04,Accounts,51
462,2020-06,Computers,68
463,2020-09,Chemistry,41
464,2020-11,Maths,49
465,2020-12,English,78
466,2022-05,Chemistry,46
467,2022-07,Maths,40
468,2020-06,Chemistry,46
469,2020-08,English,98
470,2021-07,Physics,44
471,2020-10,English,63
472,2020-12,English,46
473,2022-08,Physics,48
474,2021-04,Physics,96
475,2021-08,Accounts,65
476,2022-10,English,74
477,2022-07,English,42
478,2021-05,English,62
479,2021-01,Accounts,96
480,2020-06,Maths,98
481,2021-03,Computers,86
482,2022-12,Maths,97
483,2021-05,Physics,79
484,2020-04,Physics,82
485,2022-05,Computers,72
486,2020-07,Chemistry,69
487,2020-06,Accounts,81
488,2021-12,Accounts,54
489,2021-12,Accounts,69
490,2020-04,Chemistry,57
491,2021-07,English,81
492,2021-01,English,84
493,2020-10,Physics,65
494,2021-11,Accounts,61
495,2020-08,Chemistry,71
496,2021-01,Maths,94
497,2022-03,English,99
498,2021-01,Physics,89
499,2021-09,Chemistry,81
500,2021-11,Maths,56
1,2021-12,Physics,65
2,2022-11,Computers,98
3,2020-07,English,75
4,2022-09,Accounts,98
5,2021-07,English,69
6,2021-09,Maths,92
7,2022-11,Chemistry,41
8,2020-06,Computers,61
9,2020-11,English,41
10,2021-09,Physics,49
11,2022-07,Physics,81
12,2021-12,Computers,82
13,2020-09,Accounts,75
14,2021-05,Computers,72
15,2022-01,Maths,45
16,2020-10,English,66
17,2022-07,Computers,54
18,2020-04,Accounts,99
19,2021-03,Accounts,76
20,2020-03,Accounts,43
21,2021-12,Physics,89
22,2022-08,Chemistry,82
23,2022-04,Chemistry,57
24,2022-03,Maths,51
25,2020-11,Chemistry,71
26,2020-01,Physics,78
27,2022-06,Maths,55
28,2021-03,Computers,42
29,2022-04,Accounts,77
30,2021-12,Computers,74
31,2020-02,Maths,74
32,2021-09,Physics,40
33,2022-12,Physics,47
34,2021-04,Physics,52
35,2020-02,Chemistry,87
36,2021-08,Maths,45
37,2020-12,Maths,85
38,2022-01,Maths,49
39,2021-06,Maths,59
40,2021-09,English,76
41,2022-02,Physics,49
42,2020-07,Chemistry,98
43,2020-05,Accounts,60
44,2020-12,Chemistry,84
45,2021-08,Computers,66
46,2020-02,English,87
47,2020-03,English,88
48,2021-01,Accounts,85
49,2021-12,English,46
50,2022-10,Maths,49
51,2022-10,English,53
52,2022-08,Chemistry,90
53,2020-03,Accounts,68
54,2022-09,Chemistry,92
55,2020-07,Chemistry,89
56,2020-03,Maths,50
57,2022-03,Accounts,68
58,2021-11,Maths,60
59,2022-01,Computers,81
60,2022-04,Accounts,82
61,2022-03,Chemistry,95
62,2021-04,English,88
63,2020-08,Chemistry,52
64,2021-07,Accounts,56
65,2021-05,Physics,58
66,2022-01,Chemistry,69
67,2020-10,Chemistry,82
68,2021-02,Chemistry,86
69,2020-02,Chemistry,83
70,2021-08,Maths,76
71,2020-09,Computers,91
72,2020-10,Accounts,98
73,2020-03,Accounts,79
74,2021-08,Physics,42
75,2022-10,Maths,64
76,2020-12,Chemistry,64
77,2021-06,Computers,40
78,2021-03,Physics,91
79,2022-07,Computers,75
80,2022-06,English,78
81,2020-05,English,74
82,2021-01,Maths,85
83,2022-05,Physics,91
84,2021-12,Physics,72
85,2020-07,Accounts,73
86,2020-11,Accounts,76
87,2022-01,English,55
88,2021-11,English,87
89,2020-12,Physics,56
90,2020-09,Computers,75
91,2020-02,English,76
92,2021-02,Physics,54
93,2020-05,Physics,83
94,2022-12,Physics,62
95,2020-07,English,58
96,2022-04,Accounts,80
97,2020-03,Accounts,68
98,2021-04,English,56
99,2021-03,Accounts,61
100,2021-03,Accounts,74
101,2022-10,Accounts,72
102,2021-02,English,94
103,2020-01,Maths,64
104,2020-02,Maths,91
105,2022-11,Maths,43
106,2021-11,Physics,41
107,2021-03,Physics,69
108,2021-02,Physics,85
109,2021-10,English,99
110,2022-09,Accounts,75
111,2022-10,Computers,94
112,2021-07,English,99
113,2021-12,Computers,60
114,2022-06,Accounts,70
115,2021-10,English,72
116,2021-11,Accounts,67
117,2021-02,Chemistry,90
118,2022-10,Physics,79
119,2020-01,Chemistry,87
120,2020-04,Physics,47
121,2020-11,Maths,40
122,2022-02,Chemistry,70
123,2022-04,Accounts,94
124,2020-04,Chemistry,78
125,2022-04,Physics,57
126,2021-10,Physics,99
127,2020-01,Physics,76
128,2022-11,English,87
129,2020-03,English,94
130,2021-06,Computers,94
131,2020-06,Physics,88
132,2020-01,English,75
133,2022-04,Chemistry,60
134,2021-12,English,84
135,2021-04,Physics,57
136,2021-12,Accounts,57
137,2021-11,Maths,71
138,2021-03,Maths,48
139,2022-01,Physics,68
140,2020-07,English,97
141,2022-01,Maths,71
142,2020-11,Computers,92
143,2022-09,Computers,42
144,2022-01,Accounts,75
145,2021-09,Chemistry,46
146,2022-10,English,80
147,2021-01,Maths,74
148,2021-10,Physics,76
149,2022-10,Chemistry,62
150,2021-05,Accounts,84
151,2020-01,Maths,87
152,2022-06,Physics,59
153,2021-06,Computers,93
154,2020-11,Physics,63
155,2021-12,Accounts,83
156,2020-02,Computers,98
157,2020-04,Computers,89
158,2020-03,Physics,56
159,2022-05,Accounts,42
160,2022-05,English,80
161,2020-09,Accounts,90
162,2021-12,Maths,55
163,2021-04,Maths,87
164,2021-02,Computers,47
165,2021-09,Physics,91
166,2021-09,Physics,89
167,2020-01,Computers,51
168,2021-02,Computers,59
169,2021-09,Accounts,72
170,2022-11,Physics,84
171,2022-06,Chemistry,88
172,2022-10,Computers,72
173,2020-05,Computers,42
174,2020-06,Maths,99
175,2021-03,Physics,63
176,2021-05,Accounts,71
177,2020-10,Chemistry,41
178,2022-10,English,51
179,2022-09,Physics,75
180,2022-12,Chemistry,41
181,2021-01,English,93
182,2022-06,Computers,79
183,2022-06,Accounts,41
184,2021-04,English,50
185,2022-01,Maths,45
186,2020-08,Accounts,50
187,2021-05,Chemistry,71
188,2021-09,Chemistry,52
189,2022-04,Computers,61
190,2022-08,Physics,57
191,2020-08,Chemistry,46
192,2020-10,Physics,62
193,2020-09,Computers,82
194,2021-08,Physics,41
195,2022-05,Chemistry,54
196,2021-04,Physics,81
197,2022-06,Maths,76
198,2022-10,Maths,43
199,2022-07,Computers,87
200,2021-07,Accounts,74
201,2021-06,Physics,48
202,2020-03,Maths,71
203,2021-04,Physics,68
204,2022-11,Computers,57
205,2021-02,Computers,70
206,2020-06,Accounts,46
207,2022-01,Chemistry,58
208,2020-03,English,58
209,2021-02,Accounts,47
210,2021-04,Physics,53
211,2022-12,English,49
212,2020-11,Maths,97
213,2022-01,Chemistry,40
214,2022-10,Chemistry,81
215,2021-05,Chemistry,82
216,2021-04,Physics,96
217,2021-04,Accounts,77
218,2020-05,Computers,45
219,2022-05,Chemistry,60
220,2021-12,Accounts,51
221,2020-08,Accounts,83
222,2021-07,Accounts,92
223,2021-08,Computers,75
224,2021-09,Chemistry,71
225,2021-12,Physics,72
226,2022-06,Physics,45
227,2021-10,English,71
228,2021-08,Maths,56
229,2020-04,Physics,54
230,2021-12,Physics,50
231,2020-05,Chemistry,52
232,2020-01,English,60
233,2020-07,Chemistry,93
234,2021-12,Maths,68
235,2022-05,Physics,78
236,2022-10,Computers,75
237,2021-10,Maths,49
238,2022-07,Chemistry,44
239,2020-07,English,67
240,2022-03,Computers,73
241,2020-09,Computers,82
242,2022-11,Chemistry,66
243,2022-01,Maths,69
244,2022-07,English,65
245,2021-07,Maths,54
246,2022-07,Chemistry,43
247,2020-12,Chemistry,96
248,2022-05,Physics,94
249,2020-04,Maths,51
250,2020-08,Maths,49
251,2022-10,Chemistry,58
252,2022-07,Computers,47
253,2021-08,Maths,74
254,2020-06,Chemistry,95
255,2022-10,English,83
256,2020-07,Computers,52
257,2022-07,English,86
258,2022-08,Computers,44
259,2020-03,Maths,85
260,2021-02,Maths,84
261,2020-03,Chemistry,54
262,2021-04,English,84
263,2022-12,Accounts,82
264,2021-11,Chemistry,82
265,2021-10,Chemistry,42
266,2021-10,Chemistry,65
267,2021-02,Chemistry,50
268,2020-05,Physics,99
269,2021-09,Computers,71
270,2020-12,Maths,66
271,2021-12,Chemistry,44
272,2021-08,Physics,62
273,2022-05,Computers,98
274,2020-11,Chemistry,76
275,2021-07,Computers,73
276,2020-03,Accounts,89
277,2020-03,Maths,96
278,2022-02,Accounts,89
279,2020-04,Physics,75
280,2020-03,Computers,45
281,2021-07,Physics,75
282,2020-12,Accounts,76
283,2022-07,Accounts,73
284,2022-08,Computers,43
285,2020-09,Chemistry,87
286,2020-12,Accounts,65
287,2020-03,English,42
288,2022-11,English,56
289,2020-06,Chemistry,52
290,2020-06,Accounts,63
291,2021-03,Maths,76
292,2022-12,English,81
293,2022-07,Computers,73
294,2020-10,Physics,82
295,2020-09,Chemistry,66
296,2022-12,Chemistry,81
297,2020-04,English,81
298,2021-07,English,40
299,2021-10,Accounts,45
300,2021-02,Computers,56
301,2020-07,Physics,93
302,2022-08,Physics,50
303,2021-09,Maths,88
304,2022-03,Chemistry,47
305,2020-09,Physics,71
306,2022-06,Accounts,44
307,2020-05,Computers,90
308,2022-08,English,48
309,2021-08,Maths,81
310,2021-02,Chemistry,45
311,2021-10,Physics,96
312,2020-12,Maths,68
313,2021-01,English,43
314,2022-01,Chemistry,76
315,2021-06,Maths,80
316,2022-12,Computers,89
317,2021-10,Accounts,54
318,2020-03,Accounts,88
319,2022-12,Computers,85
320,2021-05,Computers,92
321,2020-02,Computers,65
322,2021-06,Chemistry,97
323,2022-04,Chemistry,92
324,2020-07,English,72
325,2020-10,Accounts,51
326,2021-05,Accounts,92
327,2021-01,English,48
328,2021-06,Maths,60
329,2021-01,Physics,40
330,2020-03,Accounts,41
331,2022-04,Maths,54
332,2020-10,Accounts,61
333,2021-11,Maths,95
334,2022-07,Maths,61
335,2021-05,Chemistry,99
336,2021-03,Accounts,55
337,2021-10,Maths,53
338,2021-03,English,75
339,2020-12,Physics,91
340,2020-04,Chemistry,51
341,2021-06,Accounts,46
342,2021-06,English,65
343,2022-02,English,55
344,2022-08,Physics,67
345,2020-01,Chemistry,89
346,2022-12,Chemistry,82
347,2022-10,Chemistry,43
348,2020-12,Computers,76
349,2022-10,Maths,87
350,2020-02,Computers,73
351,2022-07,Computers,49
352,2020-08,Chemistry,63
353,2022-05,Accounts,95
354,2022-04,Physics,65
355,2020-12,Maths,61
356,2020-08,Chemistry,80
357,2021-12,Computers,96
358,2021-06,English,90
359,2022-04,English,43
360,2020-03,Maths,53
361,2022-01,English,70
362,2020-07,Chemistry,60
363,2022-03,Physics,90
364,2022-01,Accounts,65
365,2020-06,English,90
366,2020-09,English,68
367,2022-06,Maths,52
368,2021-06,Accounts,60
369,2022-06,Physics,42
370,2021-06,Physics,87
371,2021-09,Accounts,97
372,2020-05,Accounts,99
373,2022-06,Accounts,71
374,2021-03,Chemistry,59
375,2020-07,English,57
376,2022-04,Computers,67
377,2021-07,English,93
378,2020-03,Maths,86
379,2021-09,Maths,64
380,2020-07,Accounts,64
381,2022-08,Physics,53
382,2021-07,Computers,89
383,2020-03,Accounts,77
384,2021-08,Physics,75
385,2021-08,Maths,45
386,2022-03,Physics,79
387,2022-12,Chemistry,87
388,2020-06,Chemistry,83
389,2020-12,Physics,60
390,2020-10,Accounts,51
391,2022-11,Physics,89
392,2021-10,Maths,79
393,2020-10,Computers,66
394,2020-11,Maths,89
395,2020-07,Physics,64
396,2020-04,Maths,71
397,2021-10,Maths,60
398,2020-10,Physics,40
399,2021-06,Maths,94
400,2020-01,Maths,84
401,2022-03,English,43
402,2022-10,Chemistry,46
403,2022-07,Physics,43
404,2020-02,Chemistry,91
405,2022-06,Physics,51
406,2021-02,Accounts,60
407,2020-08,English,49
408,2021-05,Chemistry,58
409,2021-10,English,74
410,2021-02,Chemistry,51
411,2021-04,Computers,57
412,2020-06,Accounts,40
413,2022-12,Accounts,58
414,2022-01,Chemistry,62
415,2020-05,English,93
416,2020-03,Computers,40
417,2021-06,Accounts,42
418,2022-08,English,47
419,2022-04,Chemistry,96
420,2021-07,English,42
421,2021-01,English,77
422,2020-05,Maths,88
423,2020-04,Accounts,97
424,2020-01,English,62
425,2020-03,Accounts,50
426,2021-10,Physics,81
427,2020-03,English,43
428,2022-04,English,49
429,2022-11,Chemistry,62
430,2020-10,English,60
431,2022-04,English,41
432,2020-01,Maths,89
433,2021-04,Accounts,42
434,2022-07,Physics,41
435,2021-05,Physics,42
436,2020-10,Physics,92
437,2020-12,Maths,62
438,2022-07,Maths,93
439,2022-12,Computers,43
440,2021-12,Computers,47
441,2020-10,Chemistry,47
442,2022-08,Physics,86
443,2020-09,Accounts,52
444,2020-10,Computers,58
445,2022-03,Chemistry,60
446,2020-12,Accounts,48
447,2022-01,English,60
448,2021-02,Maths,46
449,2022-08,English,60
450,2022-02,Chemistry,88
451,2021-07,Accounts,92
452,2020-02,Accounts,95
453,2021-07,Chemistry,47
454,2022-02,Maths,83
455,2020-08,English,90
456,2020-07,Chemistry,62
457,2021-05,Accounts,94
458,2021-07,Physics,57
459,2021-10,English,49
460,2021-11,Accounts,76
461,2020-12,Maths,65
462,2021-06,Accounts,71
463,2020-02,Accounts,62
464,2021-12,Physics,86
465,2021-12,Physics,94
466,2021-11,Computers,41
467,2020-01,English,69
468,2022-08,English,43
469,2022-11,Computers,68
470,2022-08,Accounts,87
471,2021-05,Physics,70
472,2020-07,Computers,61
473,2020-12,English,73
474,2022-11,English,62
475,2020-09,Computers,76
476,2020-04,Accounts,85
477,2020-03,Chemistry,49
478,2022-08,Accounts,67
479,2020-11,English,45
480,2021-01,Physics,41
481,2022-10,Accounts,67
482,2022-07,Maths,95
483,2021-07,English,75
484,2021-02,Accounts,94
485,2021-03,Physics,66
486,2020-08,Accounts,76
487,2022-09,Chemistry,42
488,2022-07,Computers,46
489,2020-07,English,43
490,2020-10,English,60
491,2022-03,Chemistry,89
492,2021-09,Chemistry,73
493,2022-08,Accounts,60
494,2021-07,Maths,63
495,2022-02,Maths,49
496,2020-07,Physics,74
497,2021-05,English,83
498,2022-08,English,43
499,2021-07,Accounts,82
500,2021-04,Physics,85
1,2020-11,Computers,64
2,2022-07,Computers,90
3,2021-11,English,75
4,2021-08,Accounts,52
5,2021-12,Physics,64
6,2020-03,English,93
7,2022-10,Maths,77
8,2020-02,Physics,95
9,2022-07,Maths,83
10,2022-02,Maths,63
11,2022-05,Chemistry,70
12,2020-07,English,56
13,2020-11,Accounts,56
14,2020-08,Chemistry,89
15,2022-08,Computers,79
16,2020-06,Chemistry,69
17,2021-08,Accounts,51
18,2022-11,Computers,95
19,2021-08,English,71
20,2022-09,English,77
21,2022-08,Chemistry,63
22,2020-08,Chemistry,80
23,2020-03,Computers,55
24,2021-07,Maths,40
25,2020-10,Physics,53
26,2020-01,English,42
27,2022-01,Chemistry,54
28,2021-10,Chemistry,58
29,2020-01,Chemistry,66
30,2022-02,Chemistry,46
31,2020-10,Computers,72
32,2020-01,Computers,40
33,2020-09,Chemistry,87
34,2020-02,Computers,54
35,2022-06,Chemistry,81
36,2020-02,Chemistry,87
37,2021-12,Chemistry,41
38,2020-08,Maths,41
39,2022-03,English,86
40,2021-08,Physics,68
41,2022-10,Computers,67
42,2021-08,Accounts,97
43,2022-07,Physics,71
44,2022-05,Physics,89
45,2020-07,English,46
46,2022-03,Physics,54
47,2021-04,Chemistry,58
48,2020-02,Maths,45
49,2021-12,Computers,60
50,2021-09,Maths,85
51,2021-08,Maths,69
52,2022-01,English,79
53,2021-07,English,43
54,2022-04,Computers,99
55,2020-04,English,60
56,2022-03,Computers,77
57,2022-09,Computers,60
58,2021-01,Accounts,41
59,2022-12,Accounts,52
60,2022-12,Accounts,45
61,2020-08,Accounts,95
62,2022-07,Accounts,48
63,2021-01,Physics,69
64,2021-09,Chemistry,63
65,2020-09,Computers,98
66,2020-09,Chemistry,94
67,2020-01,Physics,92
68,2020-05,Computers,73
69,2021-12,Computers,52
70,2020-07,Chemistry,70
71,2021-12,English,55
72,2020-05,Computers,52
73,2021-07,Accounts,57
74,2020-06,Accounts,42
75,2021-07,English,70
76,2022-06,English,77
77,2020-06,Chemistry,69
78,2021-02,Computers,67
79,2020-11,Accounts,40
80,2020-05,English,55
81,2020-11,English,89
82,2022-04,Physics,74
83,2022-07,Physics,40
84,2022-01,Chemistry,77
85,2020-02,Physics,47
86,2022-11,Physics,80
87,2020-12,Maths,99
88,2020-03,English,51
89,2021-10,Maths,44
90,2021-05,English,92
91,2021-08,Chemistry,44
92,2020-06,Computers,43
93,2021-10,Chemistry,44
94,2020-09,Physics,61
95,2021-03,Physics,51
96,2020-08,Maths,79
97,2021-09,Maths,54
98,2021-04,Computers,53
99,2022-07,Chemistry,74
100,2022-05,Maths,86
101,2021-03,Maths,41
102,2021-01,Maths,55
103,2022-12,Accounts,63
104,2022-07,Maths,96
105,2022-02,Physics,68
106,2022-08,Chemistry,57
107,2020-02,Accounts,78
108,2021-03,Chemistry,92
109,2022-02,Computers,88
110,2020-11,Chemistry,50
111,2020-01,Computers,48
112,2020-05,Chemistry,64
113,2021-06,Computers,78
114,2020-07,Physics,59
115,2021-09,Computers,44
116,2022-10,Maths,82
117,2021-12,English,44
118,2020-08,Physics,74
119,2022-07,Maths,40
120,2021-02,English,48
121,2020-10,Physics,58
122,2020-02,Accounts,78
123,2022-06,Physics,95
124,2021-07,Physics,88
125,2022-11,Maths,82
126,2022-09,Chemistry,70
127,2021-01,Chemistry,89
128,2020-09,Computers,40
129,2021-03,Computers,51
130,2021-12,Physics,59
131,2022-02,Computers,53
132,2022-11,English,98
133,2020-10,Maths,89
134,2022-04,Chemistry,42
135,2022-01,Chemistry,99
136,2020-03,Maths,44
137,2021-04,Computers,72
138,2022-05,Accounts,93
139,2021-03,Physics,91
140,2021-09,Accounts,73
141,2022-02,Physics,52
142,2022-10,Computers,56
143,2021-06,Accounts,50
144,2021-04,Computers,95
145,2021-09,Computers,63
146,2022-09,Maths,96
147,2022-06,Maths,64
148,2021-05,Physics,60
149,2022-02,Physics,81
150,2020-10,Computers,62
151,2022-02,Computers,96
152,2022-07,English,88
153,2022-12,English,57
154,2022-08,English,83
155,2020-12,Accounts,52
156,2020-03,Maths,77
157,2020-04,Physics,71
158,2020-04,Maths,68
159,2022-02,Accounts,97
160,2020-03,Computers,64
161,2021-12,Chemistry,76
162,2022-01,Computers,67
163,2020-01,Maths,86
164,2020-05,Chemistry,78
165,2021-08,Physics,73
166,2021-03,Maths,86
167,2020-04,Computers,69
168,2020-12,Chemistry,64
169,2022-11,Physics,43
170,2021-07,Physics,78
171,2020-06,Accounts,72
172,2021-05,English,45
173,2022-05,English,86
174,2022-04,Physics,45
175,2022-09,Accounts,63
176,2020-05,Accounts,67
177,2022-03,Accounts,54
178,2020-08,Accounts,78
179,2022-09,Maths,54
180,2020-11,Accounts,70
181,2022-11,Computers,82
182,2020-03,Physics,86
183,2020-05,Physics,84
184,2020-12,Chemistry,97
185,2021-08,Chemistry,57
186,2022-09,Physics,66
187,2021-07,English,92
188,2022-10,Computers,79
189,2021-10,Chemistry,71
190,2021-09,Maths,51
191,2020-02,Chemistry,71
192,2022-04,Accounts,64
193,2021-01,Computers,73
194,2022-06,Physics,78
195,2022-10,English,63
196,2021-07,Physics,71
197,2021-10,Computers,92
198,2021-06,Accounts,70
199,2021-03,Chemistry,97
200,2020-03,Accounts,56
201,2022-06,Physics,66
202,2022-03,Physics,68
203,2020-10,Accounts,90
204,2021-05,Maths,77
205,2020-02,Physics,76
206,2021-12,Physics,46
207,2022-07,Maths,69
208,2021-02,Chemistry,50
209,2020-07,Maths,55
210,2021-05,English,99
211,2021-04,Accounts,50
212,2021-07,Maths,71
213,2022-09,Accounts,40
214,2020-09,Computers,65
215,2020-12,Chemistry,46
216,2020-03,Physics,64
217,2020-03,Maths,47
218,2021-08,Computers,84
219,2021-01,English,79
220,2022-01,Accounts,40
221,2020-06,Computers,84
222,2022-08,Accounts,57
223,2022-02,Maths,81
224,2020-07,Computers,76
225,2020-07,Computers,87
226,2020-03,English,80
227,2022-10,Chemistry,41
228,2021-08,Physics,82
229,2022-11,Maths,87
230,2022-07,Chemistry,60
231,2020-01,Accounts,65
232,2022-08,Accounts,78
233,2022-06,Computers,76
234,2021-04,Accounts,80
235,2022-05,Computers,71
236,2022-09,Computers,77
237,2021-04,Physics,49
238,2021-11,Computers,66
239,2020-07,English,82
240,2020-11,Chemistry,47
241,2020-10,Chemistry,74
242,2020-08,Maths,43
243,2021-01,Chemistry,95
244,2020-02,Accounts,46
245,2021-01,Chemistry,41
246,2020-11,English,69
247,2020-10,Accounts,66
248,2020-02,Computers,69
249,2021-11,Computers,69
250,2022-04,Accounts,75
251,2020-03,Accounts,88
252,2020-02,Accounts,90
253,2021-02,Chemistry,52
254,2022-12,Maths,48
255,2021-02,Computers,73
256,2020-10,Physics,66
257,2022-03,Chemistry,59
258,2020-03,Chemistry,97
259,2022-06,Accounts,79
260,2020-07,Physics,95
261,2020-12,Chemistry,51
262,2021-12,Physics,69
263,2021-02,Accounts,53
264,2022-05,Computers,49
265,2022-02,English,53
266,2020-03,English,54
267,2021-01,Chemistry,45
268,2021-01,Maths,58
269,2022-01,English,48
270,2021-02,Maths,66
271,2021-05,Physics,73
272,2020-10,Computers,68
273,2022-01,Accounts,47
274,2022-02,Accounts,92
275,2022-11,Chemistry,85
276,2021-07,Accounts,89
277,2020-10,Maths,98
278,2022-11,Chemistry,97
279,2020-06,Physics,59
280,2022-12,Maths,89
281,2021-08,Accounts,96
282,2022-05,Chemistry,77
283,2020-03,English,87
284,2021-12,Chemistry,90
285,2020-08,Computers,95
286,2020-04,English,64
287,2021-11,Physics,96
288,2020-06,Chemistry,64
289,2021-12,English,61
290,2021-10,Accounts,99
291,2021-08,Maths,41
292,2020-02,Chemistry,91
293,2022-02,Chemistry,86
294,2021-05,Physics,98
295,2021-09,Computers,93
296,2020-07,Physics,58
297,2021-05,English,90
298,2021-01,Accounts,75
299,2021-06,Accounts,62
300,2020-04,English,98
301,2022-01,Physics,62
302,2022-03,English,71
303,2022-04,Accounts,89
304,2020-09,Chemistry,70
305,2020-09,Maths,93
306,2021-03,Physics,60
307,2020-02,Maths,89
308,2020-12,Accounts,86
309,2021-12,Maths,43
310,2022-03,Accounts,80
311,2020-09,Physics,86
312,2021-10,Chemistry,90
313,2020-08,Maths,78
314,2022-09,English,70
315,2021-05,English,91
316,2020-02,Chemistry,52
317,2021-03,Chemistry,63
318,2022-06,English,94
319,2022-10,Maths,82
320,2020-08,Computers,47
321,2020-02,Accounts,70
322,2020-04,Maths,94
323,2022-03,Accounts,97
324,2020-04,Accounts,64
325,2021-10,Computers,60
326,2020-03,Accounts,71
327,2021-01,English,45
328,2020-08,Chemistry,72
329,2020-10,Chemistry,84
330,2021-09,Accounts,59
331,2022-10,Computers,77
332,2020-07,English,54
333,2021-07,English,62
334,2022-06,English,93
335,2020-03,Chemistry,68
336,2022-07,Maths,50
337,2022-08,Maths,79
338,2021-11,Physics,82
339,2021-09,Computers,66
340,2020-01,Chemistry,41
341,2020-04,Computers,92
342,2021-03,Physics,89
343,2020-08,Accounts,50
344,2021-08,Chemistry,72
345,2020-03,Physics,41
346,2021-07,English,97
347,2021-12,Accounts,54
348,2021-03,Chemistry,48
349,2021-04,Physics,51
350,2020-12,Maths,40
351,2021-04,Computers,43
352,2020-10,Maths,79
353,2022-03,Accounts,92
354,2020-02,Physics,43
355,2020-05,Chemistry,94
356,2021-06,Physics,96
357,2022-09,English,83
358,2021-03,Maths,50
359,2020-06,Chemistry,85
360,2022-06,Physics,53
361,2020-07,Maths,63
362,2021-02,English,66
363,2022-11,Maths,91
364,2022-03,Maths,68
365,2021-02,Maths,94
366,2020-12,Computers,94
367,2021-07,Maths,44
368,2021-06,English,48
369,2020-05,Maths,43
370,2020-09,Computers,62
371,2020-04,Chemistry,53
372,2020-10,Accounts,86
373,2020-01,English,57
374,2022-08,English,70
375,2022-03,Chemistry,96
376,2021-12,Maths,45
377,2022-06,Accounts,73
378,2022-07,Physics,83
379,2021-01,Maths,55
380,2021-08,Accounts,43
381,2022-04,Maths,40
382,2022-01,Maths,56
383,2021-10,Maths,81
384,2022-01,Maths,61
385,2022-05,Computers,47
386,2020-11,English,98
387,2022-06,Accounts,82
388,2021-10,Physics,44
389,2021-12,Maths,40
390,2020-05,Physics,60
391,2021-04,Chemistry,88
392,2021-04,Accounts,52
393,2022-10,Chemistry,51
394,2020-06,English,87
395,2020-02,Computers,47
396,2020-08,Computers,58
397,2022-11,Maths,53
398,2021-12,Maths,91
399,2021-10,Maths,70
400,2021-09,Accounts,42
401,2021-02,Physics,42
402,2021-02,Physics,85
